,sentiment,content
18698,neutral,Took cutest pics Andy yesterday But I Used bro fancy door time upload I want
18699,neutral,prob sexy site
18700,neg,So first day back work 300 emails still get
18701,pos,glass cold water meditate bit 3
18702,neg,Just woke five hour nap I still headache Medication time
18703,pos,thank much I glad like
18704,neutral,tax repLy myspace
18705,pos,aiyo poor thing eh nevermind la night still young
18706,neutral,Thanks Kinda bittersweet though
18707,pos,Thanks Got tired bleaching The um bangs yeah actually bit purple oopsie
18708,neutral,At walnut high school prom becca
18709,neg,So bored need friends
18710,neg,tracecyrushave e mail Miley I want write I cant
18711,neutral,1 happy goin sleep
18712,neg,I I single sucks
18713,neg,I cystic lacrimal infectection eye face swollen hurts
18714,neg,Lady across way miscarriage say prayer
18715,pos,Happy Mother day
18716,neg,Ugh I ca breathe right today
18717,pos,sadly I hehe
18718,neg,freak ? Twitter doesnt support messages phone I wanted able Twit vacay Poo Twitter
18719,pos,yes like super glued inside head
18720,neutral,love u love player come visit miss u girls
18721,neutral,Send along lady
18722,neutral,google maybe actually knew answer lol put uo pics already last night im getting anxious
18723,pos,great time ke
18724,neutral,He singer Oasis right I mean never think hates
18725,neg,Weather back great Shame I wait delivery
18726,neutral,Getting ready work
18727,pos,Still wide awake fortunately I early
18728,pos,I lived band first performance pretty damn fun
18729,pos,Morning Chip loved new himl format eine
18730,neg,Hahaha I miss branded guys KEITH
18731,pos,You come play college town Eau Claire WI Seriously TONS people turn
18732,neg,like peel prawns also dont like going shopping running money crawling round car looking
18733,pos,In honour starwarsday I fired New Hope player full thanks glory
18734,neg,Uh Finally home completely wiped
18735,pos,I thought I one tags outside shirt
18736,pos,I pretty sure got sent home couple times tis week remember Mary grannythe love around
18737,neg,OH MAN I WOULD BUT I FRESH OUT
18738,neg,Miles I Essex give plenty warning I arrive time get least one free beers
18739,neg,Never field human conflict many hard drives died What waste day
18740,neg,Sorry I see Twitter user named
18741,pos,noo went zoo instead lol ru goin night ex
18742,pos,hey please reply ca call im Mexico know code love
18743,neg,come Chile band wink everything happens far away lol losing good live music
18744,pos,Awesome I wanna roll I become mogul status
18745,neg,Oh I roll oldies
18746,neutral,Have run I later hopefully catch everyone I missed today Working web bear I miss lot
18747,neutral,haha tell I feeling everyday week
18748,neg,urge go shopping umm got money
18749,neutral,home til 10 tonight
18750,neutral,I telling truth You know skills
18751,pos,Laughs I like winning
18752,neg,haha I really I going workshop school next week Are going Plus car broken right
18753,pos,Car shopping racy yay
18754,neg,That right kick I
18755,neutral,I also watching movie friends twilight
18756,neg,I like possibility left side brain hurting thing called shunt possible death
18757,neg,yeah neither huntsville would quit jobs one job
18758,neutral,I want tuna salmon sashimi rolls dragon eye
18759,pos,hotels UK free wifi mega e playful ensive usually hard wired Loved using hotel wifi States
18760,neg,raining hair gett gay
18761,neg,Macedonia Few rainy days row
18762,pos,Happy Mothers day boy doom dog happy
18763,neutral,The WHITE DICE coming studio eve 6 1386AM Radio City
18764,pos,anyways point dying spend summer somewhere hot guys
18765,neutral,My preorder razor shipped today I paying review razor ignoring emails
18766,pos,dropped wife I love
18767,neg,Why isnt internet working
18768,pos,Watching One Fine Day eating cereal Start good sunday good movie
18769,neutral,Cuz play grown Twitter
18770,neg,family home doesnt seem like missed tbe
18771,pos,aww bless haha cute Tom
18772,neg,Omg thunderer wish home love cuddling blanky storm
18773,neg,hope good flight
18774,neg,oh god 5 days till est state exam
18775,neg,ugh I doin good
18776,neg,HEY aww man didnt IGNORE YOU dont mobile web text see unless
18777,neg,I ended going left knee killing I think I pushed much yesterday
18778,pos,I coming new plan bestie Oh one gonna great
18779,neg,So wants loan money Anyone No Damn Economy kicks
18780,neutral,Ok time study bus law ethics gotta test today
18781,neg,I hoping sleep tomorrow I guess happening Stupid blood tests err
18782,neg,Boring day today Broke I ca go see friend band tonight Maybe The tomorrow though
18783,neutral,Tummy bugs lame Got hours sleep
18784,neutral,drunk mess scares honest
18785,pos,glad feeling abit better I think mine might nearly gone happy
18786,neg,THIS WEBSITE GAVE ME A VIRUS When opened windows kept POPPING
18787,pos,Oh need stop I could use ego boost
18788,pos,Happy mother day Pat Carey
18789,neutral,Hi Erin I send u following Twitted prevents
18790,pos,submits Retsambew thinking A billion billion pretty soon adds real money
18791,neg,Ugh hate car miss little ford focus
18792,neg,I good day
18793,pos,Just watched another episode JONAS Is better Hannah Montana Very much true
18794,pos,Me Too Its hard argue cause makes great points ca wrap heart around one
18795,pos,trying make like successful far haha
18796,neutral,The little weeping nervous girl put along 12 yr old quite good dancing boy Greg lovely singer came ord
18797,pos,Ri That His grace Kalo nigga aku da yeah away hehe His grace enough
18798,pos,Watching Horrible mad
18799,neg,I saw June make think Jenny I miss much
18800,neg,I soo sleepy I home yet
18801,pos,decided best stay tonight lady shall pittsburgh soon FAREWELL
18802,neutral,yep saw paper immediately completing test essay saying know research
18803,neg,Totally agree even good judges said wither Just said make feel better
18804,pos,Is enjoying staying house today
18805,neutral,Is listening new jonas brothers song
18806,neutral,I ca following
18807,neg,Edge left contributors list month issue *freak’*sakes Werd
18808,neutral,It looks like might rain
18809,neg,chris sab COMME ESTAS BITCHES
18810,pos,finally got snow account running yay jobs got Canadian snow number anyone else using landline phone CALL ME
18811,neutral,Just saw Toy Story 3 trailer It get EPIC Woody taking
18812,neg,That horrible I praying Poor thing
18813,neutral,Internet radio thing one many forums I
18814,neutral,My mind automatically wakes 7 Huge fail SUMMER Good morning nonetheless Gonna get ready work
18815,pos,YAHOO volleyball hiking eating fish eye witnessing sleeping beach jumping rocks hanging Jurassic Park filmed
18816,pos,got shower man feel good
18817,neg,I going work bummer
18818,pos,I looked time mins I may hibernate hour
18819,neg,I glad sad iPhone adopts
18820,neg,Sorry hear man He bullshit cant reach My heart goes family
18821,neutral,week Your coming Im soo excited see Thursday
18822,neutral,Cant fall asleep
18823,neutral,getting ready shop birmingham come
18824,pos,Come add new twitter Only fans
18825,neg,Thinking cleaning organizing needs done weekend
18826,neutral,work feel like bein dis bitch today
18827,pos,oh cool gonna van thats cool live victoria well ur pree awesome girl
18828,neg,Oh ok Thanks Dont know courthouse id either I learn though Any Twitter stole pic hates
18829,pos,red eye huh yikes get back safe missin ya punk
18830,neutral,frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day
18831,neg,I taking twitter break Cell dying
18832,neg,ouch head hurts
18833,pos,Trying get motivation make shopping list make phone call I want make ahah procrastination rears head
18834,neg,I freaking afraid I managed stick foot mouth scare yet another person
18835,neg,Man two clock 2 till I work
18836,neg,I SO MAD Glee wo premiere till Fall
18837,neutral,oh naw ill always ha cece changes needed ill make
18838,neutral,Bandwidth Limit Exceeded website
18839,neutral,I give directions hair Covington
18840,neg,times say thank
18841,neg,Sorry What mean I currently world phone I use apps I confused
18842,pos,Yes I would love cowbell
18843,neg,Sorry Not unemployed
18844,pos,pretty soon gonna unfollow cut quickly growing habit I love challenge
18845,pos,Days hellstorm I like
18846,neg,I really miss phone cant wait till new one comes
18847,pos,Watching Twilight 3 I watching Audio Commentary soo funny wink
18848,neutral,know hella wish could mom move across usa
18849,pos,Just looked date today one year anniversary Grandmother miss mane um sad
18850,pos,Well thank darling pleasure shopping see first pics
18851,neg,please let free I ca watch masturbate much longer
18852,neutral,Thanks Okiebud I get message Sorry content selected currently available
18853,pos,Getting self nice cup tea turn music
18854,pos,Version 2 live interactive Trans Siberian ticket planner launch playful cool
18855,neutral,Writing mild wild articles
18856,neg,Is way I sleep next 8 9 days That way I wake returned I would missed SO MUCH
18857,pos,aww I want u suffer Midol working err I hate stuff But I love tho
18858,pos,going relax chill tonight back work tomorrow week least I fun time girlfriend
18859,neutral,That bloody free kick 1 min 07 seconds noo close going
18860,pos,Watched Yes Man good
18861,pos,got home today fun
18862,neg,Is machine Vids freeze halt whole blip stream
18863,pos,probably one best surprises ever really amazing
18864,pos,dancing around cleaning house loving sunday far
18865,neg,feel like I house arrest
18866,neutral,Everyone allergic Poison Ivy know guys ca change neither guess enough
18867,pos,place dream maybe see sweet dreams
18868,neg,whoa got overwhelming attack eating
18869,neg,I dream kind bug eye
18870,neg,BREAKING NEWS The broiler Burger King There burgers Burger King lunch At least Chicken Fries
18871,neg,Sitting almost empty dorm waiting jordan come take last things say good bye He graduates tomorrow
18872,pos,Damn Audio IE I remembered much I 3 u right earbud ceased functioning My Shure 2 bright lame bass
18873,neg,I native french I hate Trying find animals french I SUCK SOMEONE HELP please Alone Allison rareta
18874,pos,I spent 3 hours sitting sun picnic lunch ice cream win We biq today
18875,neutral,Haha go crazy wink
18876,pos,RIP leonardo You great mini fiddler crab
18877,pos,I hope speedy recovery
18878,neutral,Oh Hope find voice soon
18879,neg,Headed verizon Praying pinkberry going make
18880,neutral,havent laid verse yet
18881,neutral,Im lonely workin
18882,neutral,ha nothing man right mothers day except taking kids mum hands whole day
18883,neutral,went dev today things never change
