,sentiment,content
13483,fun,Just bought flavor snow cone machine mom yummy I need new sunglasses Rachel I plan mezzo sir E rules Much
13484,sadness,Well I discovered I ca swim I Sorry
13485,happiness,I need It would made picture much cooler Mine bottle green eyes whoo
13486,worry,It tough thick chik
13487,happiness,way mish following gab
13488,neutral,everyone sing playback Comet
13489,worry,Oops Corey saw last tweet I guess I getting laid tomorrow
13490,hate,fuck I twitter
13491,worry,Did sleep good last night Woke another bellyache wrong mee
13492,happiness,Some goodies bagged car boot including cute cross stitch birds craft room The man selling sweetie
13493,sadness,Time get The Game cancel ith season like show
13494,happiness,AMAZING Had best time hope good weekend
13495,sadness,ca wish I sleeping Gotta work less 4 hours Wait u
13496,love,We lindo absolutely ruled Will post pictures somewhere time Back work today
13497,sadness,bout watch notorious cause feelin wish could eat something ca surgery tomorrow food til saturday
13498,happiness,Hopped bed put swwaagg conn Then got back bed raining
13499,sadness,Devon caught ate fly I dont know swallowed fly I guess die
13500,worry,Took kind nap My tummy hurts
13501,happiness,almost done first day spa I missed place Then headed Fort Collins close casa de kent
13502,happiness,Time bed Hope saturday lovely mine
13503,worry,Why money problems bad days
13504,relief,The gone I getting headache Time coffee fight migraine ohnoyoudidnt
13505,neutral,I make nachos tomorrow Better would made
13506,worry,I paying bills playing
13507,worry,never tried fop I use firefly firebox browser adding mention support site though
13508,love,happy mothers day well
13509,enthusiasm,I going go check Volt
13510,enthusiasm,Well I hope good weekend even good day work moro already monday far good
13511,worry,I burnt ear
13512,worry,hey member better friends anthony That pretty sweet ha Way trader weiner
13513,worry,I hate taking antibiotics think need get noo
13514,fun,finally Mike0hh birthday 3 ca wait fucking ruin
13515,happiness,I back best party ever
13516,hate,John making wear mask gloves work cause I sick Says want catch swine flu
13517,worry,sigh sisters bein strange came way copenhagen london phones turned wanna see dammit
13518,worry,start work 2 moro 6 happy 0 looking forward
13519,sadness,Found book Starting real paper bound journal tonight Have annoying zit lip Makes look like I herpes
13520,neutral,I tried unstoppable
13521,happiness,writing mother day cards mom aunts amy ca wait mommy
13522,hate,I really like weather widget imac iphone always predict different weather
13523,happiness,haha awesome always use eat
13524,worry,Lunch sucked ran time get anything done
13525,love,happy mother day
13526,love,miss morimoto strong challenger guess oh watch ace cakes minute Lost cake
13527,worry,What said good day dreaming sorry say country state
13528,hate,Sorry I make sure bomb talk slug next month penance
13529,sadness,I feel sorry male singers never gonna great Zac Hanson poor fellas
13530,neutral,Oh begun long
13531,sadness,Ugh talk someone I really bored
13532,love,bestie leah havent seen long
13533,worry,oh sunshine go hands rays light help bit hugs
13534,worry,I think I gonna fail aswell
13535,love,Trying learn twitter thing I get Welcome followers though Im interesting
13536,worry,mark harmon got shot
13537,worry,tweets awesome fuck heat That decorum
13538,relief,ah thank nice replies Its different scary made feel better
13539,sadness,noo miss noo much gash
13540,sadness,WOW got killed first wave Horde Gears FAIL
13541,worry,What time close today Is last day today tar I may shed tear
13542,sadness,oo noo thats good
13543,worry,Google absense Income 6 months Payment Indian Govt Happy Falling Publishers Sad
13544,neutral,feeling better nothing yesterday lay around hate missed youth leader polar bear swim gotta love youth
13545,hate,Feel like crap today Got speeding ticket est since 5 years blows
13546,sadness,bored well like one see havent got friends
13547,love,Peace Good morning
13548,relief,He need shirt Jane suffer another two old eps tonight
13549,worry,think going lenny dont know ah lol hate making decisions
13550,worry,paramour makes want punch babies lol
13551,neutral,Oh I know For cancelled Oxford reddington every Friday evening staff shortages
13552,relief,Getting ready school hope today happy awesome day
13553,worry,feels really sick eating form chicken Why restaurants make grilled chicken soo greasy
13554,neutral,Shopping Cleaning Webcam chatting nephews Nothing spesh good bank holiday Monday nonetheless
13555,surprise,I guess true
13556,fun,ok finished mikado Should shut lol
13557,fun,oh snap fun
13558,worry,flipping hairless gotta go doc
13559,worry,I adore Matt nathans I jealous right
13560,happiness,haha awesome good job
13561,worry,brain blockage musical thoughts
13562,worry,Your still thinking Cheer Buddy
13563,surprise,stuff stolen gone
13564,worry,HAHA nice I need iPhone
13565,sadness,No sadly bit disappointed try later see change mind
13566,neutral,I ca stream videos phone
13567,sadness,Stupid net think mum broke Again
13568,neutral,forecast friday may 29 66 degrees
13569,neutral,ur Mom called Guess NOT U 5
13570,worry,nervous going tomorrow cos first time since daughter born 2 HELP
13571,hate,suffering benadryl hangover morning killer headache ugh
13572,worry,I guessing belt thing go since I hear back Sorry Stop weekend talk bout ring etc
13573,neutral,I really put pic I guess
13574,neutral,So Bored friday Evening And Nothing To Do
13575,neutral,This one brings back many memories Michael Penn This musicmonday
13576,happiness,I usually choice I lucky foods I love generally healthy except ice cream
13577,happiness,Its great locals stop ask directions even better know answer
13578,worry,Ugh boring day
13579,worry,I going without computer days
13580,surprise,I almost say bless sneezing cat
13581,sadness,The doggy sad cheer Jessie
13582,worry,Hott Africa lol yeah hot big storm
13583,love,Supernatural good Loved
13584,surprise,gutted handbag I wanted sold
13585,neutral,Search ass coupons Google Plenty choose
13586,neutral,I know kitties professional
13587,neutral,Do ever catch something really really nasty public play I
13588,sadness,one days today also
13589,worry,Good Busy heck good Feeling yucky moment
13590,sadness,Changed hairstyle good supposed I think weather much money hate hairdresser sad
13591,worry,I miss daily quotes Why get anymore I kicked mailinglist
13592,happiness,eating cookies sitting around week thanks andrea dear
13593,neutral,odd wanted see weekend
13594,surprise,shot still alive
13595,happiness,going away party ambers road trip tomorrow
13596,hate,boo didnt answer text
13597,fun,laughing Ha No I simply wanted go NY
13598,sadness,Aw yes weeks got asked return end I wish bought never mind
13599,neutral,ah good idea library seems work thats obviously
13600,neutral,name mixtape My mixtape connect moved texas I gotta find new guy
13601,happiness,cont goes waste one likes stale sweets That reminds cute song called Stale Cupcakes lol
13602,worry,Ok Over exagerated Twitter bad I guess
13603,neutral,I wanted dipping dots
13604,neutral,maybe need start whole created evolution wholly composed matter flick group
13605,happiness,ca wait home let sun shine warm frozen bones please
13606,neutral,Arg Exile still problem Alt stabbing
13607,fun,yeah like super short I guess I hold breath till Sunday
13608,neutral,Do try hard You draw blank
13609,happiness,RUDE going cabin drinking without llove im proud momma finally learned properly TWIT
13610,neutral,well I learnt use machine yesterday confident yet though hand sewing six
13611,worry,argh embouchure FAIL makes sad
13612,hate,first day summer sucks overcast cold summer
13613,hate,train Bristol London It terrible wifi
13614,worry,Everyone stop help find favorite pen Its black clicky Papermate I heart pen fu
13615,neutral,Working hop city Gotta miss baseball
13616,neutral,About hit hay came goodnight world inhabit
13617,neutral,The Air I Breathe Just Like Pill know kind thing makes change Daniel O donnelly Jim Reeves
13618,hate,I upload damn thing
13619,enthusiasm,Sent Twitterville 1 2 Apple review More screenshots etc released later week
13620,happiness,Hey Miss Jane How How goes film Hope good family
13621,surprise,ah That sucks
13622,neutral,The new Lego Rock Band trailer looks pretty weird They coulda done better job making
13623,neutral,happy mother day mothers
13624,neutral,eating lunch school
13625,sadness,well team could
13626,happiness,Beautiful monday morning happy
13627,neutral,I wanna wif boyfrann
13628,worry,trying find friends luck
13629,fun,closer would deliver grub
13630,worry,missing loverboy much
13631,happiness,Happy Mothers Day hope tom got something special enjoy day xo
13632,love,Wishing Mom world VERY HAPPY AND RELAXING MOTHERS DAY May get spend day feet pampered
13633,neutral,I wanna watch movie Maybe work laptop since Dawson Creek
13634,worry,I sorry I understand people e playful ect everyone react things poise
13635,worry,When weather ugh something like asthma So yeah Ventolin
13636,surprise,Why matter marries long youre happy find wrong say ok u two marry cant
13637,worry,Stayin dusting tonight car hates
13638,worry,haha great slept horribly last night
13639,surprise,Why ca Are rooting Ali Twitter war
13640,fun,aw feel better Mandy Hope getting sick At least know nurse hehe
13641,worry,No rather oh god nearly Monday
